"relative_path","bytes","sha256","last_write_time"
"code/expfactory-experiments__stroop-5min/.git/hooks/update.sample","3650","8D5F2FA83E103CF08B57EAA67521DF9194F45CBDBCB37DA52AD586097A14D106","2026-05-23T17:09:39"
"code/expfactory-experiments__stroop-5min/.git/index","2642","13129205DF6C556365B0D19DA1CBB1ACEB245D6BA107868D5656E0C70ED63D1E","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/info/exclude","240","6671FE83B7A07C8932EE89164D1F2793B2318058EB8B98DC5C06EE0A5A3B0EC1","2026-05-23T17:09:39"
"code/expfactory-experiments__stroop-5min/.git/logs/HEAD","208","E2651932F7EB1820CC068036EAE685FB2F9B09AC9CC7C77C1F486A79512C4B8D","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/logs/refs/heads/master","208","E2651932F7EB1820CC068036EAE685FB2F9B09AC9CC7C77C1F486A79512C4B8D","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/logs/refs/remotes/origin/HEAD","208","E2651932F7EB1820CC068036EAE685FB2F9B09AC9CC7C77C1F486A79512C4B8D","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/objects/pack/pack-925896be1ef19f541f420ab0f2971cca69570bad.idx","1968","54AC1EB8FC2F38C9CBB2C58EF61ED2D3CF3D8609968769E72D86CBE0196B4896","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/objects/pack/pack-925896be1ef19f541f420ab0f2971cca69570bad.pack","192349","E28828DAFDB23F552C5E1097E4432EB839ACD2EFF19623F4A8FAE02945F9F9BA","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/objects/pack/pack-925896be1ef19f541f420ab0f2971cca69570bad.rev","180","21EC8E02A5CC4C4F411720E2A881B37F98F98B9A48B71A3F077D12AAC36E4891","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/packed-refs","114","FF70A07C6AF05F3DA67048EA93DE8354CB2A5A5B42188AD1CE6181880168EBDC","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/refs/heads/master","41","A62634D07960619307FC1719671842EDE6104B8AEA9306731E8DECE8F8FADEC8","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/refs/remotes/origin/HEAD","32","CDC65E67690C4C6475174E5EC662B70655246A2F3924354778835AB3BE70AA76","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.git/shallow","41","A62634D07960619307FC1719671842EDE6104B8AEA9306731E8DECE8F8FADEC8","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/.github/workflows/build-deploy.yaml","1620","D804FD262F4672B7F6EF354172A35EABC21297933C7EC6AAADC5FFA63E100FB1","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/LICENSE","1128","A106CA016AC0423C0621E56C755F1D0B5F60B7CCDD54C5C0AE52695E07EAC49A","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/README.md","2864","A3EFF1833280C06250FBACE0B87199BD5BF7826F4554D7B61D4F7B2113CE6DCD","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/config.json","729","1C5F71709F40E43F835950E21B2E952735AE82AE866C7CCC2AD021AD4A1D1CE6","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/default_style.css","7898","2AF7B38231F64A4023D7BBEB0C01192AF1C626FB332404DD678DA0449D4B2EAA","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/experiment.js","13547","A75F831FBD1F2B27BAB55D12F43D001C2AAE0ACD2679564D5580A8E0A21E666F","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/index.html","3084","A34DCDDA80EDD9FDE067DD0393B3A4623110A9A2D3B17DB7EBB3F14440E51201","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jquery.min.js","84359","1060BA101D2A066D2F490291232AF6DF4FBC9D1285501C4C04B0E3249323DA85","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/jspsych.js","44334","739951027BD4A699FA521B09A1EC2871785B2DFCFD24882F25F3F0D47A982DC5","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/plugins/jspsych-call-function.js","693","0C599E343CD129B079D85C9879714DFB0AD4DFD3BFAFF88E0A31E7B51029629C","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/plugins/jspsych-survey-text.js","2831","E80F2AB0C802C190283FD916039A6069FB9A106E7181AFAFA182E5885E0D8466","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/plugins/jspsych-text.js","1657","4E88D16D6DB6A6DBFF6D524D633319DE7AAAF8A98AEE00290BF7EAFF6CC00981","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-attention-check.js","5239","A849124979B6CA7C6E8FD3255024F16436DD467AF7F480E2377E39367699D0E9","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-poldrack-categorize.js","8098","4A05E05597007251C12C187B2F5DEFA0113C5186914F7021B348E088F6318E4E","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-poldrack-instructions.js","5579","63FE41990844C49A3B2B244F13DCE4069B9A38E5A2D45C84A9DA01AC9A11D509","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-poldrack-multi-stim-multi-response.js","7473","C4C75030CB156694DFD66C2492290004C20D3FBA99E62B1294619F17A34B93A8","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-poldrack-single-stim.js","4744","D69B87C8775116C0AF169F9ACF78EEE330CB4B8A66A700DF10594EC3A683CADE","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-poldrack-text.js","2595","04BDDB8961DE2D7D2A614D40153CABB9B6E1A865007713599B49D20F91EFFB07","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/jspsych-single-stim-button.js","4381","8C48A504515523F2CD8A81521D72357BE102A0B236FFCAB0F446DC505D523A14","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/jspsych/poldrack_plugins/poldrack_utils.js","1192","5D6CAFADB6C310C31177343D3ECD6350FD95B8B02041D5B80F92F8CBB3D7DB5C","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/js/math.min.js","444678","51E7646211DB37000C9AAB346A20B04B9D5D98C75602E830107160EC27C016CF","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/jspsych.css","5909","BCC9ACF577291F97DBE05CED2E95AEEB1E92F6B3FB57DBE288A516DF505F53F5","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/recommended_finger_placement.svg","44771","E3B34229E97B5F4B1C39DF8E544737EC3544CC28D8D37D0202E1431F0C6692B9","2026-05-23T17:09:40"
"code/expfactory-experiments__stroop-5min/style.css","328","8B4F15B65DBD8FEE42A472786AC1BC18347010040C15A01BB6006D808121D435","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/HEAD","21","28D25BF82AF4C0E2B72F50959B2BEB859E3E60B9630A5E8C603DAD4DDB2B6E80","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/config","317","9E5C457359FBDA3FAA1A361537AFF685E87886AD5121AF79F6A47338D8B94A9D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/description","73","85AB6C163D43A17EA9CF7788308BCA1466F1B0A8D1CC92E26E9BF63DA4062AEE","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/applypatch-msg.sample","478","0223497A0B8B033AA58A3A521B8629869386CF7AB0E2F101963D328AA62193F7","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/commit-msg.sample","1972","EFC1401B0E99D1FF51494D154D98B46C1E99059BCD8BF9F73CECDE19FD3EB23B","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/fsmonitor-watchman.sample","4611","9159720099AD5595B8E66645CBFD47763C1E920F46E0B50AE75E642BBEC57EF0","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/post-update.sample","189","81765AF2DAEF323061DCBC5E61FC16481CB74B3BAC9AD8A174B186523586F6C5","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-applypatch.sample","424","E15C5B469EA3E0A695BEA6F2C82BCF8E62821074939DDD85B77E0007FF165475","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-commit.sample","1649","57185B7B9F05239D7AB52DB045F5B89EB31348D7B2177EAB214F5EB872E1971B","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-merge-commit.sample","416","D3825A70337940EBBD0A5C072984E13245920CDF8898BD225C8D27A6DFC9CB53","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-push.sample","1374","ECCE9C7E04D3F5DD9D8ADA81753DD1D549A9634B26770042B58DDA00217D086A","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-rebase.sample","4898","4FEBCE867790052338076F4E66CC47EFB14879D18097D1D61C8261859EAAA7B3","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/pre-receive.sample","544","A4C3D2B9C7BB3FD8D1441C31BD4EE71A595D66B44FCF49DDB310252320169989","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/prepare-commit-msg.sample","1492","E9DDCAA4189FDDD25ED97FC8C789ECA7B6CA16390B2392AE3276F0C8E1AA4619","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/push-to-checkout.sample","2783","A53D0741798B287C6DD7AFA64AEE473F305E65D3F49463BB9D7408EC3B12BF5F","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/sendemail-validate.sample","2308","44EBFC923DC5466BC009602F0ECF067B9C65459ABFE8868DDC49B78E6CED7A92","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/hooks/update.sample","3650","8D5F2FA83E103CF08B57EAA67521DF9194F45CBDBCB37DA52AD586097A14D106","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/index","13699","D4DB7B447F3DC2E156D0C408FD38EA6B36568510F699A27998EA2FD37AA3299B","2026-05-23T17:09:42"
"code/flowersteam__cognitive-testbattery/.git/info/exclude","240","6671FE83B7A07C8932EE89164D1F2793B2318058EB8B98DC5C06EE0A5A3B0EC1","2026-05-23T17:09:40"
"code/flowersteam__cognitive-testbattery/.git/logs/HEAD","207","77CBF2D2F34BBDB23C605DE907738E9DF0523109DA105BACD5C906DC118C9D2F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/logs/refs/heads/main","207","77CBF2D2F34BBDB23C605DE907738E9DF0523109DA105BACD5C906DC118C9D2F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/logs/refs/remotes/origin/HEAD","207","77CBF2D2F34BBDB23C605DE907738E9DF0523109DA105BACD5C906DC118C9D2F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/objects/pack/pack-0438a3f2bbbbd34e70c7ccab221c922d6767676b.idx","5496","BE6107FB7C55F8BB703677933275DBEE95467674D116954DC25032508B045D37","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/objects/pack/pack-0438a3f2bbbbd34e70c7ccab221c922d6767676b.pack","4284272","5C419CC160F05960D3743FB55261909AA07B615B2180BEE8C0A83CBFB5F94657","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/objects/pack/pack-0438a3f2bbbbd34e70c7ccab221c922d6767676b.rev","684","5F68FC8CCDD157EA7049749B92420085FFB5BE98ACD16CB972771EF870D566C5","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/packed-refs","112","18DEC319FD86FBB3BFA3EBE0BA76084AEBD04CD0F1A08DF0155A26AF1EA439F6","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/refs/heads/main","41","F780DA48D0CCDC2B2290BE17DDB756D2B0384EB8CCEDA9FDC0D5068E2AC1D814","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/refs/remotes/origin/HEAD","30","2BB6A24AA0FC6C484100F5D51A29BBAD841CD2C755F5D93FAA204E5DBB4EB2B4","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/.git/shallow","41","F780DA48D0CCDC2B2290BE17DDB756D2B0384EB8CCEDA9FDC0D5068E2AC1D814","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/LICENSE","1090","1B146791240EAE8CA219FD5B669EFD14713B3A40E090BD7A7A06B3974C4DBA28","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/README.md","6019","905E03B57B0AB0B7ABD8A231DC809755A9DA088D1E996217E8F12C180A2D13BB","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/css/common.css","6908","86066F96A19DF08A77AD2F78BF1508ADBEC5A520DC9E16B418DC00BA304613DF","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/css/style_app.css","479","7651BE3C725A2BA6A9F34C0DBB7A7D2961BF4FDA06EE96388BB334E4EFFE31B6","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/css/tasks.css","2061","741DF57C0B7491336A91C2DCE90EE24EBDDA9BBDC9C81EB6C6F73957423DE16E","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/css/zpdes_home.css","6383","09FADE3EEB6F6A41DAA874E917F7F67F5B2CE0B473238AD6CFCB6C31B3E7F52A","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/expdata/age_participants.csv","535","6FD48D46D190B857929E7B14FDC3DD41A8581980923E7AC28DE54FFBF0DF3635","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/expdata/results_participants.csv","23528","408874A056B9F3ACB94B3FD4103A1B7D3CAF692828B7A6833B790FE86B61F7D4","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/README","334","6DB060AD7839B50BB6D77F80D3E2BDDA24042721560E8B4C86B2CB41D421C498","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/flask_app.py","1188","798159DAD4551EC098CFD38005C04DE32464296F083BA2E8ECF716728A220E5B","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/static/css","100","BC13C215347117C199CACE05BAC5512E0CBD512C2C845700B0CEBCB0C78697EE","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/static/font","101","5E129E24D200E00F7D2B87F30FEBBE89AFF4BBF0E926233F671285521286040D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/static/img","100","58E3AD8C5A6E01ED5D6FB38007A5D0A1AF437269E7B74B09C020F97E115682DD","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/static/js","99","813D723D18F79BA69A4318685D084FC7BE9B0268DB968AA372977E0F4A5F3FC3","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/home_flask_app.html","2681","B35F3596B15F0CE840DE354B37458E701D3005C5AAF20DE812AB27AF5E361C6F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_enumeration_task.html","1267","1E17296C72AE9F918C6488BB0DA71E5363CBFF2501CD661EB58024E328DED280","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_gonogo_task.html","1226","09A4F038E9F92357E788B04D0E2909CD6AAF2A162A1A5FADF478F161F2395F45","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_loadblindness_task.html","1294","7B5943DC41946CEB2A5CF3C046C882EFB032D7A9F355EA83C0C0341AEBEAD672","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_memorability_task1.html","1374","B3120E8395596DB59DFC4698605854FF1F1B0104AC0D475F556DE8DC0A182078","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_memorability_task2.html","1374","761907C22CF7E771564A1A17937DEAD6AD79A6A08D8568538B92F94F65F6093A","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_moteval_task.html","1246","096F0A7D06FD9D9EA091CD6F834FA0F96AD2BCE5037DCFC12BB6AC92C2FE8514","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_taskswitch_task.html","1260","23B8BD3C593A3E239AAA53F0C60162D2F850409687568C63DF1F1D938711E4BB","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/flask_app/templates/include/main_workingmemory_task.html","1286","0C9B865485438ECC500C4D1C81D409CFD5CBF9A1F1C5175770FC668BF8F34F8A","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd-Bold.otf","29668","E5C47B971000678A787E9D0F1E67D7BEBAF4FBC26230658EF8F8750B3F59F70D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd-BoldCondensed.otf","29500","827C8D630355B8C04C546ED1C2ED846C8017F9016CD791DECED91E933D34476C","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd-ExtraBold.otf","30620","8C9D2434CD406C4AA18CC5844107BE21A3B0768000082AB70B2B46A36B7B3291","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd-ExtraBoldDisp.otf","32864","A475285ECEDCE923F29B178E4C6699D437A5920A6694D0F705455355CA868857","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd-Light.otf","28732","701F08B88C1D8DBDDB8BC953EEE20B67C275D27482C580942280AD974DE8F6F0","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/font/gillsansstd/GillSansStd.otf","28880","2F7DCAEBC8BACC27444430AAA296C150B6DEE2A3409F736B4390C00FA5998350","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/bkg_finger1.png","504634","AE88473DFE75D00E6E7B72F2839E6FD40E7AAFB1F40E26D078F892A5FCFA3D06","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/bkg_finger2.png","508910","41A096709B97D97230100B4E04EE69382B07122B7E04940CEAB15C4092C68E5B","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/bkg_largewindow.png","364062","554FD48E120CE32FACAF03C3AA2F9053D40A90368AA2657CD097D6292256DB61","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/bkg_nofinger.png","498345","21EC2790385EE4A736DD75F5E7AB72ECE6DC34BB499673B0273F6EEC38E9276D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/bubble_line.png","1475","3F63810EF9CB8C60E1E99333AE86E43BA9B1F87E38E91C231F63F036B0A0EA1A","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/icons/success.png","16728","2579156D24744C1010FF4E04910E6298A5916786CDE5D05F6DE673A3D0B2E85C","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/instruction1.png","5337","BBF0897808F4E68AEEEBD1F14AF3AD4CFB3DDA3E66FB9B37A006B0B90325DB66","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/instruction2.png","5303","FBB305624AA375841D4EA4B627BE17F61B5BE3BD0C5452A99123D8364B1C724F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/instruction_loadinduced.png","14017","957285664EF25B8FDD758F1F3375D709AA7D4D98A901F99F018D8DAC150DA9D6","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list","3438","43AEA77465904FB2CB6C8D191BB066A40253264B3512F0511C8B2FC893667032","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list2","3598","E259F849AC4CFCF18A00FD6C2742F9A1C0E3B91B2FFD105A7BF407FBC6D081BE","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_filler1.csv","1958","87B7D95C0A8053D16CC5ACC434A59DDC7AC6030B5BDB0F395781B8E0E3A0A2CA","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_filler2.csv","2118","E0FAB18104F7B25F3950DE65EF945644363B6D5356564F582AD50D835681D4B3","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_filler_tutorial.csv","292","D12E606218F78BA84145DB03177016F823285A1CFE3C7E0238C52CC3F64BBB1C","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_target1.csv","1958","41892BD424D66B00F8C247F4A9DF1409BF040FCD394BEEFA9F8B84D2950D48C7","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_target1.json","2401","87A174EE1AE30E171D73AEB6366DACE84B7C30C07A6AFDC021FAF58B516205D3","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_target2.csv","2118","EFA20B3FC39975405956005DE6878257E423F23712816A2BE90FC1FD10A85B5E","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/list_img_target_tutorial.csv","341","0A354065AED29CD5A19C374360ED56911593E0F9C0C180876D5FD1EF9C1CAE1B","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/noise.png","1051097","80F836078B9F2423E8BB97FBF4A0D82F4ADF2660CA4DE1ADAC571A2DDDF69FB7","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/obj_mot.png","23754","DE83F55BA2C798C4D214AA97F7DBF60DCCBABE15BBED52A42C56D32A83914987","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/obj_workingmemory.png","5666","DEE059A49F89399073247B0908C67683806A927A91F42419F7D38AAFEED48D5B","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_1.png","54248","849561B6A6EC71C948688ED41BA585C5913C7E7B76B8D888C526022AA1A27D7D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_2.png","53628","F4605A1E865A1D735C7A4707C16283870F6D831A7DD4D6EFAF662C9CE6E18CC9","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_3.png","51875","D349FC7EB4C0263D82C63D9A5E1B26DB8F665296DFEB70F59DD9B64F5BC66C01","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_4.png","51811","15F81090CB0C5498FA184E3243BAE2A800FB61A7E71ECBC945F8EF5B894B5EC2","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_5.png","53855","5955AE2D44337E98492A8367FD5DE4C80385EC5A9C3D966F1A4157A41E5905DA","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_6.png","54296","E7E9172FCAE9972A02FE9CDF3BC2720425961624EFF9FBC327937B479C75A2BF","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/researcher/researcher_shadow.png","59562","3FBE27780C03480AA117DB0846E6FED369685D22E1CE04E9808B60622EC56AA1","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/task1.png","21773","6BC6E6BD3998E9D9481391927A5F963980195B092AC5411AD443A7F096685B63","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/img/task2.png","8131","9172733C6DE2C444C4907C4619E9F249B3384D39D25B24BE36DE184BBFB5771F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_enumeration_task.html","882","98536BF5EDF19C68B383C3683618CA05481E566ABA42C663D792875C7323F69F","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_gonogo_task.html","839","C4241D8EFB9DE637BB3FFFE34E808C8D8B0033D5F8F3B8F450A7E9FC319BBD97","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_loadblindness_task.html","909","6E73F32C3633E88134E65D9DD13D743AFA002658079313187B5C061E86CE7310","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_memorability_task1.html","958","3567366AF0AFB388B3B13C56AAA6FD92679A2D6BC6E6A40F4963265EE3E024B1","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_memorability_task2.html","958","5ABC45F1018D48AC0A277CFC92580EB99514DEE9EA5FEA17456F1F892D5C3615","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_moteval_task.html","863","A4B04700995DD818CEEA61D74B525458AF8CABA463198B6382655C9F00CEB0B9","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_taskswitch_task.html","877","369F8D20FCE262564800B821552C8DCC02E8578784D95B7836AA4ACED6618389","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/include/main_workingmemory_task.html","901","1743867606FC65282C0CB657304FB45E8846D73E3451DB60BDDA0F0E1D9D0A9C","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/index.html","1919","2ABA6059B900B3D79BD954286F7BAD344E33850C555166E0D3A707B8685B3D05","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/addScreenPositionFunction.js","6947","071FA8A4FA7870EB0480231FE30895AC4C5680751278F06C127EC4CB766500CB","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/config.js","4056","6CA3334841ADFD4BB04A26361E433609A6E3B03CA37351B3568E1C77A01B9C49","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/config_tutorial.js","3909","EB6E36692A9862195606228CF94A25B68CB67E615A37C7507A8B32083E9F9C4B","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/enumeration.js","2209","3625CED78B9EABC42C14D9A7E01F11D64932F0A665FA97CBAA636E6C89410979","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/parametermanager.js","1520","D501C7F2A26B48E964E90E429C14CE39B5BAC215212DF97DD5C415AAC625CF8C","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/scene_testtrial.js","6169","FE4B3190CFA70C448A68DE51EE19EAAE46B3D1BA36F7E8E28ECAE7C46F55F14D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/scene_tutorials.js","8630","F6DF9673647F2DE23ADD5ED42940E5579647466250C10F5EB2B925816B804339","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_enumeration/timemanager.js","3728","3C899FF63E04F6EC941660D46BDB179D6EF304A8C472321EDF94B75570656E8D","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_gonogo/config.js","2898","00A3FD591537CA787235C78672396D3BCF3B099A36BC1FA6C86A3D362CD006CF","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_gonogo/config_tutorial.js","4103","488422058FE25731E3190FEC63B1C24440A6070F3E2534F113913351E82ACED9","2026-05-23T17:09:41"
"code/flowersteam__cognitive-testbattery/js/app_gonogo/gonogo.js","879","E0C6DBB2BAA9ECF344EBF23B65787E614EEF873B70B5837D4BCA656295E29C86","2026-05-23T17:09:41"
